device,name,label,type,enabled,description
R04-STACK-01-SW3,GigabitEthernet1/0/46,Port 46,1000base-t,true,
R04-STACK-01-SW3,GigabitEthernet1/0/47,Port 47,1000base-t,true,
R04-STACK-01-SW3,GigabitEthernet1/0/48,Port 48,1000base-t,true,
R04-STACK-01-SW3,TenGigabitEthernet1/1/1,Uplink 1,10gbase-x-sfpp,true,Uplink
R04-STACK-01-SW3,TenGigabitEthernet1/1/2,Uplink 2,10gbase-x-sfpp,true,Uplink
R04-STACK-01-SW3,TenGigabitEthernet1/1/3,Uplink 3,10gbase-x-sfpp,true,Uplink
R04-STACK-01-SW3,TenGigabitEthernet1/1/4,Uplink 4,10gbase-x-sfpp,true,Uplink
R04-STACK-01-SW4,GigabitEthernet1/0/1,Port 1,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/2,Port 2,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/3,Port 3,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/4,Port 4,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/5,Port 5,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/6,Port 6,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/7,Port 7,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/8,Port 8,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/9,Port 9,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/10,Port 10,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/11,Port 11,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/12,Port 12,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/13,Port 13,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/14,Port 14,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/15,Port 15,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/16,Port 16,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/17,Port 17,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/18,Port 18,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/19,Port 19,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/20,Port 20,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/21,Port 21,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/22,Port 22,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/23,Port 23,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/24,Port 24,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/25,Port 25,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/26,Port 26,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/27,Port 27,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/28,Port 28,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/29,Port 29,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/30,Port 30,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/31,Port 31,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/32,Port 32,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/33,Port 33,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/34,Port 34,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/35,Port 35,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/36,Port 36,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/37,Port 37,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/38,Port 38,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/39,Port 39,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/40,Port 40,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/41,Port 41,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/42,Port 42,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/43,Port 43,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/44,Port 44,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/45,Port 45,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/46,Port 46,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/47,Port 47,1000base-t,true,
R04-STACK-01-SW4,GigabitEthernet1/0/48,Port 48,1000base-t,true,
R04-STACK-01-SW4,TenGigabitEthernet1/1/1,Uplink 1,10gbase-x-sfpp,true,Uplink
R04-STACK-01-SW4,TenGigabitEthernet1/1/2,Uplink 2,10gbase-x-sfpp,true,Uplink
R04-STACK-01-SW4,TenGigabitEthernet1/1/3,Uplink 3,10gbase-x-sfpp,true,Uplink
R04-STACK-01-SW4,TenGigabitEthernet1/1/4,Uplink 4,10gbase-x-sfpp,true,Uplink
R04-CHASSIS-01,GigabitEthernet1/0/1,Port 1,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/2,Port 2,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/3,Port 3,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/4,Port 4,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/5,Port 5,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/6,Port 6,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/7,Port 7,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/8,Port 8,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/9,Port 9,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/10,Port 10,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/11,Port 11,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/12,Port 12,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/13,Port 13,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/14,Port 14,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/15,Port 15,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/16,Port 16,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/17,Port 17,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/18,Port 18,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/19,Port 19,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/20,Port 20,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/21,Port 21,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/22,Port 22,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/23,Port 23,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/24,Port 24,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/25,Port 25,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/26,Port 26,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/27,Port 27,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/28,Port 28,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/29,Port 29,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/30,Port 30,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/31,Port 31,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/32,Port 32,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/33,Port 33,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/34,Port 34,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/35,Port 35,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/36,Port 36,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/37,Port 37,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/38,Port 38,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/39,Port 39,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/40,Port 40,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/41,Port 41,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/42,Port 42,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/43,Port 43,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/44,Port 44,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/45,Port 45,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/46,Port 46,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/47,Port 47,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/48,Port 48,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/49,Port 49,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/50,Port 50,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/51,Port 51,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/52,Port 52,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/53,Port 53,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/54,Port 54,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/55,Port 55,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/56,Port 56,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/57,Port 57,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/58,Port 58,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/59,Port 59,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/60,Port 60,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/61,Port 61,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/62,Port 62,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/63,Port 63,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/64,Port 64,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/65,Port 65,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/66,Port 66,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/67,Port 67,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/68,Port 68,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/69,Port 69,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/70,Port 70,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/71,Port 71,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/72,Port 72,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/73,Port 73,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/74,Port 74,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/75,Port 75,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/76,Port 76,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/77,Port 77,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/78,Port 78,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/79,Port 79,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/80,Port 80,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/81,Port 81,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/82,Port 82,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/83,Port 83,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/84,Port 84,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/85,Port 85,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/86,Port 86,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/87,Port 87,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/88,Port 88,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/89,Port 89,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/90,Port 90,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/91,Port 91,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/92,Port 92,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/93,Port 93,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/94,Port 94,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/95,Port 95,1000base-t,true,
R04-CHASSIS-01,GigabitEthernet1/0/96,Port 96,1000base-t,true,
R04-CHASSIS-01,TenGigabitEthernet1/1/1,Uplink 1,10gbase-x-sfpp,true,Uplink
R04-CHASSIS-01,TenGigabitEthernet1/1/2,Uplink 2,10gbase-x-sfpp,true,Uplink
R04-CHASSIS-01,TenGigabitEthernet1/1/3,Uplink 3,10gbase-x-sfpp,true,Uplink
R04-CHASSIS-01,TenGigabitEthernet1/1/4,Uplink 4,10gbase-x-sfpp,true,Uplink
R04-CHASSIS-01,TenGigabitEthernet1/1/5,Uplink 5,10gbase-x-sfpp,true,Uplink
R04-CHASSIS-01,TenGigabitEthernet1/1/6,Uplink 6,10gbase-x-sfpp,true,Uplink
R04-CHASSIS-01,TenGigabitEthernet1/1/7,Uplink 7,10gbase-x-sfpp,true,Uplink
R04-CHASSIS-01,TenGigabitEthernet1/1/8,Uplink 8,10gbase-x-sfpp,true,Uplink
R04-SRV-01,GigabitEthernet1/0/1,Port 1,1000base-t,true,
R04-SRV-01,GigabitEthernet1/0/2,Port 2,1000base-t,true,
R04-SRV-01,GigabitEthernet1/0/3,Port 3,1000base-t,true,
R04-SRV-01,GigabitEthernet1/0/4,Port 4,1000base-t,true,
R04-SRV-02,GigabitEthernet1/0/1,Port 1,1000base-t,true,
R04-SRV-02,GigabitEthernet1/0/2,Port 2,1000base-t,true,
R04-SRV-02,GigabitEthernet1/0/3,Port 3,1000base-t,true,
R04-SRV-02,GigabitEthernet1/0/4,Port 4,1000base-t,true,
R05-SW-01,GigabitEthernet1/0/1,Port 1,1000base-t,true,
R05-SW-01,GigabitEthernet1/0/2,Port 2,1000base-t,true,
R05-SW-01,GigabitEthernet1/0/3,Port 3,1000base-t,true,
R05-SW-01,GigabitEthernet1/0/4,Port 4,1000base-t,true,
R05-SW-01,GigabitEthernet1/0/5,Port 5,1000base-t,true,
R05-SW-01,GigabitEthernet1/0/6,Port 6,1000base-t,true,
R05-SW-01,GigabitEthernet1/0/7,Port 7,1000base-t,true,
R05-SW-01,GigabitEthernet1/0/8,Port 8,1000base-t,true,
R05-SW-01,GigabitEthernet1/0/9,Port 9,1000base-t,true,
R05-SW-01,GigabitEthernet1/0/10,Port 10,1000base-t,true,
R05-SW-01,GigabitEthernet1/0/11,Port 11,1000base-t,true,
R05-SW-01,GigabitEthernet1/0/12,Port 12,1000base-t,true,
R05-SW-01,GigabitEthernet1/0/13,Port 13,1000base-t,true,
R05-SW-01,GigabitEthernet1/0/14,Port 14,1000base-t,true,
R05-SW-01,GigabitEthernet1/0/15,Port 15,1000base-t,true,
R05-SW-01,GigabitEthernet1/0/16,Port 16,1000base-t,true,
R05-SW-01,GigabitEthernet1/0/17,Port 17,1000base-t,true,
R05-SW-01,GigabitEthernet1/0/18,Port 18,1000base-t,true,
R05-SW-01,GigabitEthernet1/0/19,Port 19,1000base-t,true,
R05-SW-01,GigabitEthernet1/0/20,Port 20,1000base-t,true,
R05-SW-01,GigabitEthernet1/0/21,Port 21,1000base-t,true,
R05-SW-01,GigabitEthernet1/0/22,Port 22,1000base-t,true,
R05-SW-01,GigabitEthernet1/0/23,Port 23,1000base-t,true,
R05-SW-01,GigabitEthernet1/0/24,Port 24,1000base-t,true,
R05-SW-01,TenGigabitEthernet1/1/1,Uplink 1,10gbase-x-sfpp,true,Uplink
R05-SW-01,TenGigabitEthernet1/1/2,Uplink 2,10gbase-x-sfpp,true,Uplink
R05-SW-01,TenGigabitEthernet1/1/3,Uplink 3,10gbase-x-sfpp,true,Uplink
R05-SW-01,TenGigabitEthernet1/1/4,Uplink 4,10gbase-x-sfpp,true,Uplink
R05-SW-02,GigabitEthernet1/0/1,Port 1,1000base-t,true,
R05-SW-02,GigabitEthernet1/0/2,Port 2,1000base-t,true,
R05-SW-02,GigabitEthernet1/0/3,Port 3,1000base-t,true,
R05-SW-02,GigabitEthernet1/0/4,Port 4,1000base-t,true,
R05-SW-02,GigabitEthernet1/0/5,Port 5,1000base-t,true,
R05-SW-02,GigabitEthernet1/0/6,Port 6,1000base-t,true,
R05-SW-02,GigabitEthernet1/0/7,Port 7,1000base-t,true,
R05-SW-02,GigabitEthernet1/0/8,Port 8,1000base-t,true,
R05-SW-02,GigabitEthernet1/0/9,Port 9,1000base-t,true,
R05-SW-02,GigabitEthernet1/0/10,Port 10,1000base-t,true,
R05-SW-02,GigabitEthernet1/0/11,Port 11,1000base-t,true,
R05-SW-02,GigabitEthernet1/0/12,Port 12,1000base-t,true,
R05-SW-02,GigabitEthernet1/0/13,Port 13,1000base-t,true,
R05-SW-02,GigabitEthernet1/0/14,Port 14,1000base-t,true,
R05-SW-02,GigabitEthernet1/0/15,Port 15,1000base-t,true,
R05-SW-02,GigabitEthernet1/0/16,Port 16,1000base-t,true,
R05-SW-02,GigabitEthernet1/0/17,Port 17,1000base-t,true,
R05-SW-02,GigabitEthernet1/0/18,Port 18,1000base-t,true,
R05-SW-02,GigabitEthernet1/0/19,Port 19,1000base-t,true,
R05-SW-02,GigabitEthernet1/0/20,Port 20,1000base-t,true,
R05-SW-02,GigabitEthernet1/0/21,Port 21,1000base-t,true,
R05-SW-02,GigabitEthernet1/0/22,Port 22,1000base-t,true,
R05-SW-02,GigabitEthernet1/0/23,Port 23,1000base-t,true,
R05-SW-02,GigabitEthernet1/0/24,Port 24,1000base-t,true,
R05-SW-02,TenGigabitEthernet1/1/1,Uplink 1,10gbase-x-sfpp,true,Uplink
R05-SW-02,TenGigabitEthernet1/1/2,Uplink 2,10gbase-x-sfpp,true,Uplink
R05-SW-02,TenGigabitEthernet1/1/3,Uplink 3,10gbase-x-sfpp,true,Uplink
R05-SW-02,TenGigabitEthernet1/1/4,Uplink 4,10gbase-x-sfpp,true,Uplink
R05-SW-03,GigabitEthernet1/0/1,Port 1,1000base-t,true,
R05-SW-03,GigabitEthernet1/0/2,Port 2,1000base-t,true,
R05-SW-03,GigabitEthernet1/0/3,Port 3,1000base-t,true,
R05-SW-03,GigabitEthernet1/0/4,Port 4,1000base-t,true,
R05-SW-03,GigabitEthernet1/0/5,Port 5,1000base-t,true,
R05-SW-03,GigabitEthernet1/0/6,Port 6,1000base-t,true,
R05-SW-03,GigabitEthernet1/0/7,Port 7,1000base-t,true,
R05-SW-03,GigabitEthernet1/0/8,Port 8,1000base-t,true,
R05-SW-03,GigabitEthernet1/0/9,Port 9,1000base-t,true,
R05-SW-03,GigabitEthernet1/0/10,Port 10,1000base-t,true,
R05-SW-03,GigabitEthernet1/0/11,Port 11,1000base-t,true,
R05-SW-03,GigabitEthernet1/0/12,Port 12,1000base-t,true,
R05-SW-03,GigabitEthernet1/0/13,Port 13,1000base-t,true,
R05-SW-03,GigabitEthernet1/0/14,Port 14,1000base-t,true,
R05-SW-03,GigabitEthernet1/0/15,Port 15,1000base-t,true,
R05-SW-03,GigabitEthernet1/0/16,Port 16,1000base-t,true,
R05-SW-03,GigabitEthernet1/0/17,Port 17,1000base-t,true,
R05-SW-03,GigabitEthernet1/0/18,Port 18,1000base-t,true,
R05-SW-03,GigabitEthernet1/0/19,Port 19,1000base-t,true,
R05-SW-03,GigabitEthernet1/0/20,Port 20,1000base-t,true,
R05-SW-03,GigabitEthernet1/0/21,Port 21,1000base-t,true,
R05-SW-03,GigabitEthernet1/0/22,Port 22,1000base-t,true,
R05-SW-03,GigabitEthernet1/0/23,Port 23,1000base-t,true,
R05-SW-03,GigabitEthernet1/0/24,Port 24,1000base-t,true,
R05-SW-03,TenGigabitEthernet1/1/1,Uplink 1,10gbase-x-sfpp,true,Uplink
R05-SW-03,TenGigabitEthernet1/1/2,Uplink 2,10gbase-x-sfpp,true,Uplink
R05-SW-03,TenGigabitEthernet1/1/3,Uplink 3,10gbase-x-sfpp,true,Uplink
R05-SW-03,TenGigabitEthernet1/1/4,Uplink 4,10gbase-x-sfpp,true,Uplink
R05-SW-04,GigabitEthernet1/0/1,Port 1,1000base-t,true,
R05-SW-04,GigabitEthernet1/0/2,Port 2,1000base-t,true,
R05-SW-04,GigabitEthernet1/0/3,Port 3,1000base-t,true,
R05-SW-04,GigabitEthernet1/0/4,Port 4,1000base-t,true,
R05-SW-04,GigabitEthernet1/0/5,Port 5,1000base-t,true,
R05-SW-04,GigabitEthernet1/0/6,Port 6,1000base-t,true,
R05-SW-04,GigabitEthernet1/0/7,Port 7,1000base-t,true,
R05-SW-04,GigabitEthernet1/0/8,Port 8,1000base-t,true,
R05-SW-04,GigabitEthernet1/0/9,Port 9,1000base-t,true,
R05-SW-04,GigabitEthernet1/0/10,Port 10,1000base-t,true,
R05-SW-04,GigabitEthernet1/0/11,Port 11,1000base-t,true,
R05-SW-04,GigabitEthernet1/0/12,Port 12,1000base-t,true,
R05-SW-04,GigabitEthernet1/0/13,Port 13,1000base-t,true,
R05-SW-04,GigabitEthernet1/0/14,Port 14,1000base-t,true,
R05-SW-04,GigabitEthernet1/0/15,Port 15,1000base-t,true,
R05-SW-04,GigabitEthernet1/0/16,Port 16,1000base-t,true,
R05-SW-04,GigabitEthernet1/0/17,Port 17,1000base-t,true,
R05-SW-04,GigabitEthernet1/0/18,Port 18,1000base-t,true,
R05-SW-04,GigabitEthernet1/0/19,Port 19,1000base-t,true,
R05-SW-04,GigabitEthernet1/0/20,Port 20,1000base-t,true,
R05-SW-04,GigabitEthernet1/0/21,Port 21,1000base-t,true,
R05-SW-04,GigabitEthernet1/0/22,Port 22,1000base-t,true,
R05-SW-04,GigabitEthernet1/0/23,Port 23,1000base-t,true,
R05-SW-04,GigabitEthernet1/0/24,Port 24,1000base-t,true,
R05-SW-04,TenGigabitEthernet1/1/1,Uplink 1,10gbase-x-sfpp,true,Uplink
R05-SW-04,TenGigabitEthernet1/1/2,Uplink 2,10gbase-x-sfpp,true,Uplink
R05-SW-04,TenGigabitEthernet1/1/3,Uplink 3,10gbase-x-sfpp,true,Uplink
R05-SW-04,TenGigabitEthernet1/1/4,Uplink 4,10gbase-x-sfpp,true,Uplink
R05-SW-05,GigabitEthernet1/0/1,Port 1,1000base-t,true,
R05-SW-05,GigabitEthernet1/0/2,Port 2,1000base-t,true,
R05-SW-05,GigabitEthernet1/0/3,Port 3,1000base-t,true,
R05-SW-05,GigabitEthernet1/0/4,Port 4,1000base-t,true,
R05-SW-05,GigabitEthernet1/0/5,Port 5,1000base-t,true,
R05-SW-05,GigabitEthernet1/0/6,Port 6,1000base-t,true,
R05-SW-05,GigabitEthernet1/0/7,Port 7,1000base-t,true,
R05-SW-05,GigabitEthernet1/0/8,Port 8,1000base-t,true,
R05-SW-05,GigabitEthernet1/0/9,Port 9,1000base-t,true,
R05-SW-05,GigabitEthernet1/0/10,Port 10,1000base-t,true,
R05-SW-05,GigabitEthernet1/0/11,Port 11,1000base-t,true,
R05-SW-05,GigabitEthernet1/0/12,Port 12,1000base-t,true,
R05-SW-05,GigabitEthernet1/0/13,Port 13,1000base-t,true,
R05-SW-05,GigabitEthernet1/0/14,Port 14,1000base-t,true,
R05-SW-05,GigabitEthernet1/0/15,Port 15,1000base-t,true,
R05-SW-05,GigabitEthernet1/0/16,Port 16,1000base-t,true,
R05-SW-05,GigabitEthernet1/0/17,Port 17,1000base-t,true,
R05-SW-05,GigabitEthernet1/0/18,Port 18,1000base-t,true,
R05-SW-05,GigabitEthernet1/0/19,Port 19,1000base-t,true,
R05-SW-05,GigabitEthernet1/0/20,Port 20,1000base-t,true,
R05-SW-05,GigabitEthernet1/0/21,Port 21,1000base-t,true,
R05-SW-05,GigabitEthernet1/0/22,Port 22,1000base-t,true,
R05-SW-05,GigabitEthernet1/0/23,Port 23,1000base-t,true,
R05-SW-05,GigabitEthernet1/0/24,Port 24,1000base-t,true,
R05-SW-05,TenGigabitEthernet1/1/1,Uplink 1,10gbase-x-sfpp,true,Uplink
R05-SW-05,TenGigabitEthernet1/1/2,Uplink 2,10gbase-x-sfpp,true,Uplink
R05-SW-05,TenGigabitEthernet1/1/3,Uplink 3,10gbase-x-sfpp,true,Uplink
R05-SW-05,TenGigabitEthernet1/1/4,Uplink 4,10gbase-x-sfpp,true,Uplink
R05-SW-06,GigabitEthernet1/0/1,Port 1,1000base-t,true,
R05-SW-06,GigabitEthernet1/0/2,Port 2,1000base-t,true,
R05-SW-06,GigabitEthernet1/0/3,Port 3,1000base-t,true,
R05-SW-06,GigabitEthernet1/0/4,Port 4,1000base-t,true,
R05-SW-06,GigabitEthernet1/0/5,Port 5,1000base-t,true,
R05-SW-06,GigabitEthernet1/0/6,Port 6,1000base-t,true,
R05-SW-06,GigabitEthernet1/0/7,Port 7,1000base-t,true,
R05-SW-06,GigabitEthernet1/0/8,Port 8,1000base-t,true,
R05-SW-06,GigabitEthernet1/0/9,Port 9,1000base-t,true,
R05-SW-06,GigabitEthernet1/0/10,Port 10,1000base-t,true,
R05-SW-06,GigabitEthernet1/0/11,Port 11,1000base-t,true,
R05-SW-06,GigabitEthernet1/0/12,Port 12,1000base-t,true,
R05-SW-06,GigabitEthernet1/0/13,Port 13,1000base-t,true,
R05-SW-06,GigabitEthernet1/0/14,Port 14,1000base-t,true,
R05-SW-06,GigabitEthernet1/0/15,Port 15,1000base-t,true,
R05-SW-06,GigabitEthernet1/0/16,Port 16,1000base-t,true,
R05-SW-06,GigabitEthernet1/0/17,Port 17,1000base-t,true,
R05-SW-06,GigabitEthernet1/0/18,Port 18,1000base-t,true,
R05-SW-06,GigabitEthernet1/0/19,Port 19,1000base-t,true,
R05-SW-06,GigabitEthernet1/0/20,Port 20,1000base-t,true,
R05-SW-06,GigabitEthernet1/0/21,Port 21,1000base-t,true,
R05-SW-06,GigabitEthernet1/0/22,Port 22,1000base-t,true,
R05-SW-06,GigabitEthernet1/0/23,Port 23,1000base-t,true,
R05-SW-06,GigabitEthernet1/0/24,Port 24,1000base-t,true,
R05-SW-06,TenGigabitEthernet1/1/1,Uplink 1,10gbase-x-sfpp,true,Uplink
R05-SW-06,TenGigabitEthernet1/1/2,Uplink 2,10gbase-x-sfpp,true,Uplink
R05-SW-06,TenGigabitEthernet1/1/3,Uplink 3,10gbase-x-sfpp,true,Uplink
R05-SW-06,TenGigabitEthernet1/1/4,Uplink 4,10gbase-x-sfpp,true,Uplink
R05-SW-07,GigabitEthernet1/0/1,Port 1,1000base-t,true,
R05-SW-07,GigabitEthernet1/0/2,Port 2,1000base-t,true,
R05-SW-07,GigabitEthernet1/0/3,Port 3,1000base-t,true,
R05-SW-07,GigabitEthernet1/0/4,Port 4,1000base-t,true,
R05-SW-07,GigabitEthernet1/0/5,Port 5,1000base-t,true,
R05-SW-07,GigabitEthernet1/0/6,Port 6,1000base-t,true,
R05-SW-07,GigabitEthernet1/0/7,Port 7,1000base-t,true,
R05-SW-07,GigabitEthernet1/0/8,Port 8,1000base-t,true,
R05-SW-07,GigabitEthernet1/0/9,Port 9,1000base-t,true,
R05-SW-07,GigabitEthernet1/0/10,Port 10,1000base-t,true,
R05-SW-07,GigabitEthernet1/0/11,Port 11,1000base-t,true,
R05-SW-07,GigabitEthernet1/0/12,Port 12,1000base-t,true,
R05-SW-07,GigabitEthernet1/0/13,Port 13,1000base-t,true,
